RunNumber,DataCategory,Date,TriggerNumbers,TriggerRates/Hz,RunType,TriggerType,LTBthrd:Nhit >,LTBthrd:Esum,LTBthrd:LowEsum,LTBthrd:HighEsum,PeriodFreq/ Hz,FEEthrd,FEEMaxHitPerCh,PMTHV,ACULEDfrequency/Hz,ACULED:NAME,LEDdriveVoltage/V,position/m,2ndLEDName,DoublePulseInterval/us,2ndLEDdriveVoltage/V,position/m,Comments,Description,,,,
5570,Stability run with ACU A,9/21/10,1hour,2100,Physics,external+Nhit+TotalEsum,35,30,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,0,~,~,~,0,,Stability run with ACU A,,,,"not the defualt HV for 2e7 from DGUT, just around 2e7"
5571,"noise test with HV off,error, without trigger output",9/21/10,3minutes,1000,Physics,period,~,~,~,~,1000,750,5,0.00E+00,~,~,~,~,~,~,~,~,~,noise test with preiod trigger and HV off,,,,
5572,noise test with HV off,9/21/10,3minutes,1000,Physics,period,~,~,~,~,1000,750,5,0.00E+00,~,~,~,~,~,~,~,~,~,noise test with preiod trigger and HV off
5573,noise test with HV off,9/21/10,3minutes,1000,Physics,period,~,~,~,~,1000,600,5,0.00E+00,~,~,~,~,~,~,~,~,~,noise test with preiod trigger and HV off
5574,noise test with HV off,9/21/10,3minutes,1000,Physics,period,~,~,~,~,1000,500,5,0.00E+00,~,~,~,~,~,~,~,~,~,noise test with preiod trigger and HV off
5575,noise test with HV off,9/21/10,3minutes,1000,Physics,period,~,~,~,~,1000,400,5,0.00E+00,~,~,~,~,~,~,~,~,~,noise test with preiod trigger and HV off
5576,noise test with HV off,9/21/10,3minutes,1000,Physics,period,~,~,~,~,1000,300,5,0.00E+00,~,~,~,~,~,~,~,~,~,noise test with preiod trigger and HV off
5577,noise test with HV off,9/21/10,3minutes,1000,Physics,period,~,~,~,~,1000,200,5,0.00E+00,~,~,~,~,~,~,~,~,~,noise test with preiod trigger and HV off
5578,noise test with HV off,9/21/10,3minutes,1000,Physics,period,~,~,~,~,1000,100,5,0.00E+00,~,~,~,~,~,~,~,~,~,noise test with preiod trigger and HV off
5579,noise test with HV off,9/21/10,1minute,1000,Physics,period,~,~,~,~,1000,150,5,0.00E+00,~,~,~,~,~,~,~,~,~,noise test with preiod trigger and HV off
5580,noise test with HV off,9/21/10,1minute,1000,Physics,period,~,~,~,~,1000,120,5,0.00E+00,~,~,~,~,~,~,~,~,~,noise test with preiod trigger and HV off
5581,noise test with HV off,9/21/10,1minute,1000,Physics,period,~,~,~,~,1000,80,5,0.00E+00,~,~,~,~,~,~,~,~,~,noise test with preiod trigger and HV off
5582,noise test with HV off,9/21/10,1minute,1000,Physics,period,~,~,~,~,1000,10,5,0.00E+00,~,~,~,~,~,~,~,~,~,noise test with preiod trigger and HV off
,,,,,,,,,,,,,,,,,,,,,,,,

5583,muon+noise with HV on,9/22/10,2minute,1000,Physics,Nhit+TotalEsum,40,20,~,~,~,750,5,2.00E+07,~,~,~,~,~,~,~,~,~,test
5584,muon+noise with HV on,9/22/10,11minute,1000,Physics,Nhit+TotalEsum,40,20,~,~,~,750,5,2.00E+07,~,~,~,~,~,~,~,~,~,Swap L1C1R1 and L3C3R6
5585,muon+noise with HV on,9/22/10,3minute,1460,Physics,Nhit+TotalEsum,40,20,~,~,~,750,5,2.00E+07,~,~,~,~,~,~,~,~,~,swap back to normal connection
5586,muon+noise with HV on,9/22/10,6minute,1460,Physics,Nhit+TotalEsum,40,20,~,~,~,750,5,2.00E+07,~,~,~,~,~,~,~,~,~,Swap L1C1R1 and L3C3R6,,
5587,ACU A LED intensity scan / PMT gain calibration,9/22/10,150000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-6.8,0,~,~,~,0,,"swap back to normal connection, but the ADCalib mode is not configured correctly",,
5588,ACU A LED intensity scan / PMT gain calibration,9/22/10,150000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-6.8,0,~,~,~,0,,The ADCalib mode is not configured correctly,,
5589,ACU A LED intensity scan / PMT gain calibration,9/22/10,150000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-6.8,0,~,~,~,0,,Intensity scan,,
5590,ACU A LED intensity scan / PMT gain calibration,9/22/10,150000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-6.85,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is missed to be connected"
5591,ACU A LED intensity scan / PMT gain calibration,9/22/10,150000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-6.9,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is missed to be connected"
5592,ACU A LED intensity scan / PMT gain calibration,9/22/10,150000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-6.95,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is missed to be connected"
5593,ACU A LED intensity scan / PMT gain calibration,9/22/10,150000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is missed to be connected"
5594,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.05,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is missed to be connected"
5595,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.1,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is missed to be connected"
5596,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.15,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is missed to be connected"
5597,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is missed to be connected"
5598,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.25,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is missed to be connected"
5599,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is missed to be connected"
5600,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is missed to be connected"
5601,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.4,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is missed to be connected"
5602,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.45,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is missed to be connected"
5603,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.5,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is missed to be connected"
5604,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.6,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is missed to be connected"
5605,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.7,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is missed to be connected"
5606,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.8,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is missed to be connected"
5607,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.9,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is missed to be connected"
5608,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-8,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is missed to be connected"
5609,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-8.2,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is missed to be connected"
5610,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-8.4,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is missed to be connected"
5611,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-8.6,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is missed to be connected"
5612,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-8.8,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain. During this run, find the cable for L1C2R3 was missed to be connected. Then immediately recover the cable connection. Thus from run 5590 to run 5612, the readout for L1C2R3 is empty"
5613,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-9,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is connected"
5614,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-9.25,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is connected"
5615,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-9.5,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is connected"
5616,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-9.8,0,~,~,~,0,,Intensity scan,,"The HV has been modified to be at 2e7 gain, L1C2R3 cable is connected"
5617,"ACU B LED intensity scan, runType not configured correctly",9/22/10,,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-6.8,0,~,~,~,0,,Intensity scan,,
5618,"ACU B LED intensity scan, runType not configured correctly",9/22/10,,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-6.8,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5619,ACU B LED intensity scan,9/22/10,150000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-6.8,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5620,ACU B LED intensity scan,9/22/10,150000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-6.85,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5621,ACU B LED intensity scan,9/22/10,150000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-6.9,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5622,ACU B LED intensity scan,9/22/10,150000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-6.95,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5623,ACU B LED intensity scan,9/22/10,150000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5624,ACU B LED intensity scan,9/22/10,30000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.05,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5625,ACU B LED intensity scan,9/22/10,30000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.1,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5626,ACU B LED intensity scan,9/22/10,30000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.15,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5627,ACU B LED intensity scan,9/22/10,30000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.2,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5628,ACU B LED intensity scan,9/22/10,30000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.25,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5629,ACU B LED intensity scan,9/22/10,30000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.3,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5630,ACU B LED intensity scan,9/22/10,30000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.35,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5631,ACU B LED intensity scan,9/22/10,30000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.4,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5632,ACU B LED intensity scan,9/22/10,30000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.45,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5633,ACU B LED intensity scan,9/22/10,30000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.5,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5634,ACU B LED intensity scan,9/22/10,15000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.6,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5635,ACU B LED intensity scan,9/22/10,15000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.7,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5636,ACU B LED intensity scan,9/22/10,15000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.8,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5637,ACU B LED intensity scan,9/22/10,15000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.9,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5638,ACU B LED intensity scan,9/22/10,15000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-8,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5639,ACU B LED intensity scan,9/22/10,15000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-8.2,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5640,ACU B LED intensity scan,9/22/10,15000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-8.4,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5641,ACU B LED intensity scan,9/22/10,15000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-8.6,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5642,ACU B LED intensity scan,9/22/10,15000,500,Adcalib,external ,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-8.8,0,~,~,~,0,,Intensity scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
